product_name,product_price,product_rating,product_img_url,product_SKU,old_price
Lenovo Ideapad Intel Celeron 1TB HDD 8GB RAM Win 10+ 32GB Flash,"₦ 169,990","<div class=""stars _s"">4.3 out of 5<div class=""in"" style=""width:86%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/124177/1.jpg?2856,LE842CL0S218XNAFAMZ,"<div class=""old"">₦ 190,000</div>"
"Hp 15 DW1207NIA Intel Celeron N4020,4GB/500GB Memory, 15.6"" HD Screen, Windows 10 Home - Jet Black Mesh","₦ 156,760","<div class=""stars _s"">4 out of 5<div class=""in"" style=""width:80%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/9922601/1.jpg?1671,HP246CL2A5NICNAFAMZ,
Hp Stream 11 Intel Celeron D/C  4GB RAM- 64GB HDD WIN 10+ BAG,"₦ 103,999","<div class=""stars _s"">3.9 out of 5<div class=""in"" style=""width:78%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/839567/1.jpg?2181,HP246CL1MUH3JNAFAMZ,"<div class=""old"">₦ 127,000</div>"
Infinix INBook X1 Pro Intel Core I3 256GB SSD 8GB RAM Bccklit Keyboard Windows 10,"₦ 210,500","<div class=""stars _s"">4.5 out of 5<div class=""in"" style=""width:90%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/8470601/1.jpg?0250,IN717CL1WDKK4NAFAMZ,"<div class=""old"">₦ 238,000</div>"
Lenovo INTEL® CELERON® Lenovo Ideapad 4GB RAM DDR4 - 1TB HDD WIN 10 +USB LIGHT & 32GB Flash,"₦ 130,910","<div class=""stars _s"">4.2 out of 5<div class=""in"" style=""width:84%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/2067711/1.jpg?9705,LE842CL2UIZLFNAFAMZ,"<div class=""old"">₦ 150,000</div>"
Hp 15 Intel Celeron 4GB RAM 500GB Hard Drive Windows 10 - DW1207NIA - N4020 - Jet Black Mesh,"₦ 164,350","<div class=""stars _s"">4.8 out of 5<div class=""in"" style=""width:96%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/626168/1.jpg?0226,HP246CL18FHX4NAFAMZ,
"Hp HP 14-CF2049NIA Laptop (CEL-N4020, 4GB/1TD Memory, 14"" HD Screen, Windows 11 Home - Jet Black","₦ 163,030","<div class=""stars _s"">4.3 out of 5<div class=""in"" style=""width:86%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/044389/1.jpg?4986,HP246CL0HVYEDNAFAMZ,
Hp 14 Intel Celeron N4020 8GB RAM 1TB HDD Windows 10 + Mouse,"₦ 177,800","<div class=""stars _s"">5 out of 5<div class=""in"" style=""width:100%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/6493111/1.jpg?5412,HP246CL32J3XBNAFAMZ,"<div class=""old"">₦ 205,000</div>"
Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10+ 32GB FLASH,"₦ 96,265","<div class=""stars _s"">4.3 out of 5<div class=""in"" style=""width:86%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/754317/1.jpg?0799,HP246CL1COA19NAFAMZ,"<div class=""old"">₦ 100,000</div>"
"Multipurpose Foldable Table, Bed Side Table, Tray Holder Breakfast Laptop Desk Serving Table","₦ 8,030","<div class=""stars _s"">4.5 out of 5<div class=""in"" style=""width:90%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/902308/1.jpg?5856,GE779FD0XVM3ONAFAMZ,"<div class=""old"">₦ 8,500</div>"
Hp Stream 11 Intel Celeron D/C  4GB RAM- 64GB HDD WIN 10+ BAG,"₦ 103,999","<div class=""stars _s"">4.5 out of 5<div class=""in"" style=""width:90%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/495077/1.jpg?2058,HP246CL1DPL7PNAFAMZ,"<div class=""old"">₦ 170,000</div>"
Classic Macbook Soft Sleeve Case/Bag.Suitable For 11 12 13 14 15.6 Inches,"₦ 5,200","<div class=""stars _s"">4.3 out of 5<div class=""in"" style=""width:86%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/139377/1.jpg?0609,GE779CL1MFGTTNAFAMZ,"<div class=""old"">₦ 6,700</div>"
"Hp Stream 14-Intel Celeron N3060 1.6GHz 4GB RAM, 32GB  SSD Windows 10 Home + Mouse, 32gb Flash","₦ 130,000","<div class=""stars _s"">4.3 out of 5<div class=""in"" style=""width:86%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/413214/1.jpg?3300,HP246EL0HIFDQNAFAMZ,
Hp Pavilion 15 Intel Core I3 - 16GB RAM - TOUCHSCREEN -10TH GEN- 1TB HDD Windows 10,"₦ 264,740","<div class=""stars _s"">3.8 out of 5<div class=""in"" style=""width:76%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/6060701/1.jpg?3128,HP246CL26Y7HYNAFAMZ,"<div class=""old"">₦ 285,000</div>"
Lenovo Intel Celeron N400 4GB RAM 64GB EMMC 11.6 inches Windows 10,"₦ 130,480",,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/647079/1.jpg?3207,LE842CL0QKXWNNAFAMZ,
Classic Macbook Soft Sleeve Case/Bag.Suitable For 11 12 13 14 15.6 Inches,"₦ 5,250","<div class=""stars _s"">4.4 out of 5<div class=""in"" style=""width:88.00000000000001%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/239377/1.jpg?0604,GE779CL034AQ9NAFAMZ,"<div class=""old"">₦ 6,700</div>"
"Hp 255 G8 AMD RYZEN 3,1TB HDD, 8GB RAM, Wins 10 + Free Mouse","₦ 209,750","<div class=""stars _s"">5 out of 5<div class=""in"" style=""width:100%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/6552711/1.jpg?2792,HP246CL23ENTZNAFAMZ,"<div class=""old"">₦ 238,000</div>"
"Lenovo S145-15IGM Intel Celeron -N4000 4GB RAM 1TB HDD 15.6"" FreeDos","₦ 145,075","<div class=""stars _s"">4 out of 5<div class=""in"" style=""width:80%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/647079/1.jpg?4708,LE842CL0WJ9YFNAFAMZ,
"Hp 15 Touchscreen, Intel Celeron N4020 8GB RAM 1TB HDD, Wins 11","₦ 187,500",,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/1931121/1.jpg?5443,HP246CL28HNO8NAFAMZ,"<div class=""old"">₦ 210,000</div>"
Lenovo Ideapad  Intel Celeron 1TB HDD 4GB RAM Win 10 PRO + 32GB Flash,"₦ 135,999","<div class=""stars _s"">3.5 out of 5<div class=""in"" style=""width:70%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/524307/1.jpg?7570,LE842CL08NB0ZNAFAMZ,"<div class=""old"">₦ 172,000</div>"
Hp Stream 11 Intel Celeron D/C  4GB RAM- 32GB HDD WIN 10+ BAG,"₦ 107,000","<div class=""stars _s"">3.5 out of 5<div class=""in"" style=""width:70%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/667128/1.jpg?7752,HP246CL0WJPFCNAFAMZ,"<div class=""old"">₦ 238,000</div>"
"Asus E210MA-GJ068T LAPTOP (CEL-N4020/4GB/128GB/11.6""HD/WIN10) - DREMY WHITE","₦ 133,580","<div class=""stars _s"">3 out of 5<div class=""in"" style=""width:60%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/679499/1.jpg?0944,AS650CL1M5LZFNAFAMZ,
"Hp Stream 14-Intel Celeron N3060 1.6GHz 4GB RAM, 32GB  SSD Windows 10 Home + Mouse, 32gb Flash","₦ 145,000",,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/9538601/1.jpg?1727,HP246EL28XYO4NAFAMZ,
Hp Stream 11 Intel Celeron D/C  4GB RAM- 64GB HDD WIN 10+ BAG,"₦ 103,999","<div class=""stars _s"">3.5 out of 5<div class=""in"" style=""width:70%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/010077/1.jpg?2952,HP246CL0Q7AE5NAFAMZ,"<div class=""old"">₦ 145,000</div>"
"Portable Aluminum 7~15.4 Inch Laptop Stand Also For Tablet Notebook,Laptop","₦ 7,500","<div class=""stars _s"">4.4 out of 5<div class=""in"" style=""width:88.00000000000001%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/434028/1.jpg?3079,GE779FD17PY24NAFAMZ,"<div class=""old"">₦ 9,500</div>"
Hp Pavilion 15 - Intel Core I5 - Touchscreen- Windows 11 Pro - 12GB RAM 1TB HDD + 32GB Flash,"₦ 350,390","<div class=""stars _s"">5 out of 5<div class=""in"" style=""width:100%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/228377/1.jpg?2191,HP246CL0C1KBDNAFAMZ,"<div class=""old"">₦ 473,000</div>"
Lenovo Ideapad 14inch AMD Quad Core 1TB HDD 8GB RAM -Wins 10+ Mouse,"₦ 189,700","<div class=""stars _s"">4.2 out of 5<div class=""in"" style=""width:84%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/663127/1.jpg?9446,LE842CL03YTAVNAFAMZ,"<div class=""old"">₦ 203,500</div>"
"Hp 15 Touchscreen, Intel Celeron N4020 4GB RAM 1TB HDD, Wins 11","₦ 177,500",,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/2351121/1.jpg?6425,HP246CL24XYG8NAFAMZ,"<div class=""old"">₦ 195,000</div>"
"Multifunctional Laptop Foldable Table,Bed Side Table","₦ 8,580","<div class=""stars _s"">4.6 out of 5<div class=""in"" style=""width:91.99999999999999%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/946608/1.jpg?9597,GE779FD12O14GNAFAMZ,
Portable 7~15.4 Inch Laptop Stand Also For Tablet Notebook,"₦ 6,995",,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/9485521/1.jpg?8047,GE779FD2UDGCONAFAMZ,"<div class=""old"">₦ 19,000</div>"
Hp Stream 11 Intel Celeron D/C  4GB RAM- 32GB HDD WIN 10+ BAG,"₦ 110,000","<div class=""stars _s"">3.7 out of 5<div class=""in"" style=""width:74%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/290796/1.jpg?1264,HP246CL0NZKKSNAFAMZ,"<div class=""old"">₦ 170,000</div>"
Hp Pavilion 15 Intel Pentium -FingerPrint Reader-  Quad Core 8GB RAM - 1TB HDD Windows 10 + 32GB Flash,"₦ 213,499","<div class=""stars _s"">4 out of 5<div class=""in"" style=""width:80%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/155407/1.jpg?8185,HP246CL0WU66NNAFAMZ,"<div class=""old"">₦ 265,000</div>"
"Apple MacBook Pro 14"" M1 Pro Chip 16GB RAM, 512GB (2021 Model)","₦ 1,235,000","<div class=""stars _s"">5 out of 5<div class=""in"" style=""width:100%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/300209/1.jpg?0441,AP044CL0EGU5TNAFAMZ,
Hp 15 Intel Celeron N4020 8GB RAM 1TB HDD Windows 10 + Mouse,"₦ 178,990","<div class=""stars _s"">4.4 out of 5<div class=""in"" style=""width:88.00000000000001%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/1356501/1.jpg?5301,HP246CL29NAJMNAFAMZ,"<div class=""old"">₦ 215,000</div>"
Lenovo Ideapad 15 - AMD QUAD CORE 1TB HDD 8GB RAM Win 10+32GB Flash,"₦ 186,000","<div class=""stars _s"">5 out of 5<div class=""in"" style=""width:100%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/6693201/1.jpg?6455,LE842CL1XGMMGNAFAMZ,
"Hp 15 10th Gen Intel Core I3 12GB RAM,1TB HDD-WIN 10+ Free Bag","₦ 261,820","<div class=""stars _s"">4.3 out of 5<div class=""in"" style=""width:86%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/110387/1.jpg?3884,HP246CL07T01FNAFAMZ,"<div class=""old"">₦ 299,000</div>"
Lenovo Ideapad  Intel Celeron 1TB HDD 4GB RAM Win 10 PRO+ 32GB Flash,"₦ 135,999","<div class=""stars _s"">3 out of 5<div class=""in"" style=""width:60%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/542307/1.jpg?5006,LE842CL0O4YN7NAFAMZ,"<div class=""old"">₦ 172,000</div>"
Lenovo Ideapad  Intel Celeron 1TB HDD 4GB RAM Windows 10+ 32GB Flash,"₦ 135,999","<div class=""stars _s"">4.7 out of 5<div class=""in"" style=""width:94%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/284077/1.jpg?3207,LE842CL1ICJ8TNAFAMZ,"<div class=""old"">₦ 190,000</div>"
Hp Stream 11 Pro- Intel Celeron- Education Edition - 4GB RAM - 64GB  Windows 10,"₦ 105,000","<div class=""stars _s"">3.5 out of 5<div class=""in"" style=""width:70%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/833189/1.jpg?7702,HP246CL0MIW9XNAFAMZ,
Hp Stream 11 Pro Intel Celeron   4GB RAM- 64GB  WIN 10+ 32gb Flash,"₦ 105,000","<div class=""stars _s"">3.5 out of 5<div class=""in"" style=""width:70%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/9021601/1.jpg?0331,HP246CL2RDAJ4NAFAMZ,
Hp 15 Intel Core I5 11th Gen  16GB RAM /1TB HDD Touchscreen/Backlit Keyboard Intel Iris Xe  Windows 10,"₦ 400,000","<div class=""stars _s"">4.7 out of 5<div class=""in"" style=""width:94%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/361128/1.jpg?9547,HP246CL0XK0IWNAFAMZ,
Hp Notebook 14 Intel Core I3 12GB RAM/1TB HDD-WIN 10+BAG &MOUSE,"₦ 248,998","<div class=""stars _s"">4.2 out of 5<div class=""in"" style=""width:84%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/929877/1.jpg?7169,HP246CL0Q5KIDNAFAMZ,"<div class=""old"">₦ 290,000</div>"
"Hp 255 G8 AMD RYZEN 3,1TB HDD, 16GB RAM, 15.6"" Wins 10","₦ 236,000",,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/4572711/1.jpg?2391,HP246CL32EZQVNAFAMZ,"<div class=""old"">₦ 270,000</div>"
Lenovo Ideapad Intel Core I3 - 8GB RAM -1TB HDD Windows 10 PRO+ 32GB Flash,"₦ 225,000","<div class=""stars _s"">5 out of 5<div class=""in"" style=""width:100%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/298507/1.jpg?5691,LE842CL0COI17NAFAMZ,"<div class=""old"">₦ 258,000</div>"
Lenovo Ideapad 15.6 - Intel Core I3 - 12GB RAM - 1TB HDD Windows 10 PRO + Mouse,"₦ 235,000","<div class=""stars _s"">4.8 out of 5<div class=""in"" style=""width:96%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/065077/1.jpg?7950,LE842CL0A5RHXNAFAMZ,"<div class=""old"">₦ 289,000</div>"
"Msi GF63 Thin Gaming Laptop 15.6"" I5-10Th Gen 8GB DDR4 256GB SSD GTX 1650 MaxQ Wins 10","₦ 435,000","<div class=""stars _s"">5 out of 5<div class=""in"" style=""width:100%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/316159/1.jpg?9740,MS858CL0653ZZNAFAMZ,"<div class=""old"">₦ 450,000</div>"
Hp 15 Inch AMD RYZEN™ 3 - 2.6GHz - 3.5GHz -AMD Radeon Graphics 12GB RAM 1TB HDD Windows 10 +Mouse,"₦ 209,000","<div class=""stars _s"">5 out of 5<div class=""in"" style=""width:100%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/2507601/1.jpg?1067,HP246CL3AMMVCNAFAMZ,"<div class=""old"">₦ 252,000</div>"
Hp 19.5V 3.33A 65W AC Power Adapter Charger For Laptop AC Adapter Blue Pin Charger For Pavilion 17-e127sf Pavilion 15 Notebook Pc 15-e029TX 15-e026tx 14-e035tx 14-e022tx 14-e021tx M4-1010tx ENVY 17-j106tx 15-j105tx M4-1009TX,"₦ 4,950","<div class=""stars _s"">4.4 out of 5<div class=""in"" style=""width:88.00000000000001%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/597861/1.jpg?6350,HP246OT04IUJPNAFAMZ,"<div class=""old"">₦ 6,000</div>"
"Apple MacBook Air Intel Core I5 Dual Core 1.8GHz (8GB,128GB Flash) 13.3-Inch MAC OS Laptop - Silver","₦ 460,000","<div class=""stars _s"">4.7 out of 5<div class=""in"" style=""width:94%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/066422/1.jpg?9384,AP044EL0QTXH2NAFAMZ,
"7~15.4 Inch Laptop Stand Also For Tablet Notebook, Laptops","₦ 6,900","<div class=""stars _s"">5 out of 5<div class=""in"" style=""width:100%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/9718611/1.jpg?3931,GE779FD2OFMADNAFAMZ,"<div class=""old"">₦ 10,900</div>"
Portable Air Space Adjustable Laptop Table Desk Stand With Mouse Pad Tray,"₦ 13,000","<div class=""stars _s"">4.1 out of 5<div class=""in"" style=""width:81.99999999999999%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/423867/1.jpg?5424,GE779FD03TOORNAFAMZ,
Hp Stream 11 Intel Celeron D/C  4GB RAM- 32GB HDD WIN 10+ BAG,"₦ 110,000",,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/996407/1.jpg?6909,HP246CL0OEP13NAFAMZ,"<div class=""old"">₦ 170,000</div>"
Hp Pavilion 15 Intel Core I3 - 12GB RAM - TOUCHSCREEN -10TH GEN- 1TB HDD Windows 10,"₦ 290,000","<div class=""stars _s"">5 out of 5<div class=""in"" style=""width:100%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/2152401/1.jpg?1940,HP246CL2J7XMWNAFAMZ,"<div class=""old"">₦ 320,000</div>"
"Lenovo THINKBOOK Plus,dual Screen 13” 256gb,8gb Ram,core I5,10th Gen,win10pro,Pen,fingerprint,touchscreen.","₦ 435,000","<div class=""stars _s"">4 out of 5<div class=""in"" style=""width:80%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/964596/1.jpg?2931,LE842CL181BG4NAFAMZ,
Adjustable Folding Laptop Stand Desk 4 PC Notebook,"₦ 16,500","<div class=""stars _s"">4 out of 5<div class=""in"" style=""width:80%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/850199/1.jpg?8069,GE779HL0OWZTJNAFAMZ,
Hp Stream 11 Pro- Intel Celeron- Education Edition - 4GB RAM - 64GB HDD Windows 10 Pro+ BAG,"₦ 103,999","<div class=""stars _s"">4 out of 5<div class=""in"" style=""width:80%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/152738/1.jpg?7519,HP246CL1GHF36NAFAMZ,"<div class=""old"">₦ 170,000</div>"
Hp Stream 11 Pro Intel Celeron 2GB RAM- 32GB HDD WIN 10+ BAG,"₦ 105,000","<div class=""stars _s"">1 out of 5<div class=""in"" style=""width:20%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/169289/1.jpg?4085,HP246CL0914P5NAFAMZ,
"Hp 15 Intel Core I7- Touchscreen 16GB RAM-1TB HDD, 4GB NVIDIA Graphics WIN 10","₦ 580,500",,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/625459/1.jpg?7046,HP246CL0R5WTVNAFAMZ,"<div class=""old"">₦ 589,000</div>"
"Apple MacBook Pro 14.2"" - M1 Pro Chip - 16GB 1TB Space Grey - 2021","₦ 1,350,000",,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/7236921/1.jpg?9716,AP044CL29EGOCNAFAMZ,
"Multifunctional Laptop Foldable Table,Bed Side Table","₦ 8,999","<div class=""stars _s"">4.5 out of 5<div class=""in"" style=""width:90%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/028567/1.jpg?4608,GE779FD05YY3BNAFAMZ,
Hp Stream 11 Intel Celeron D/C  4GB RAM- 64GB HDD WIN 10+ BAG,"₦ 103,999","<div class=""stars _s"">5 out of 5<div class=""in"" style=""width:100%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/622389/1.jpg?0004,HP246CL0B354LNAFAMZ,"<div class=""old"">₦ 160,000</div>"
Lenovo Amd Dual Core Lenovo 4GB RAM DDR4-1TB HDD WIN 10,"₦ 157,000","<div class=""stars _s"">3 out of 5<div class=""in"" style=""width:60%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/889528/1.jpg?5800,LE842CL1AYVJSNAFAMZ,"<div class=""old"">₦ 195,000</div>"
Hp Stream 11 Intel Celeron 64GB MMC/4GB RAM Onboard 11inches Win10+Laptop Pouch 32GB Flash,"₦ 98,000","<div class=""stars _s"">4 out of 5<div class=""in"" style=""width:80%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8186601/1.jpg?8581,HP246CL1XJTUSNAFAMZ,
Hp Pavilion 15 11th Gen Intel Core I5 12GB 512GBSSD Touchscreen/Backlit Keyboard,"₦ 455,000",,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/3678101/1.jpg?3598,HP246CL3A3PKYNAFAMZ,"<div class=""old"">₦ 497,000</div>"
BEST Macbook Soft Bag.Suitable For 11/12/13 14/15.6 Inches,"₦ 5,999",,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/8459911/1.jpg?3236,GE779CL1VS44NNAFAMZ,"<div class=""old"">₦ 6,700</div>"
"Apple MacBook Air 13"" M1 Chip 8GB 256GB 2020 Model - Gray","₦ 680,000",,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/864817/1.jpg?1933,AP044CL0DM2LTNAFAMZ,
Adjustable Folding Laptop Stand Desk,"₦ 13,999","<div class=""stars _s"">2 out of 5<div class=""in"" style=""width:40%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/6250601/1.jpg?1106,GE779HL2JGPUSNAFAMZ,
Laptop Stand Holder Table Desk For Macbook,"₦ 22,000","<div class=""stars _s"">4.8 out of 5<div class=""in"" style=""width:96%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/938177/1.jpg?3468,GE779HL0T4WXTNAFAMZ,
"Hp 15 Touchscreen Intel Celeron N4020 8GB RAM, 1TB HDD, Wins 11","₦ 192,000",,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/0932121/1.jpg?5521,HP246CL36YNOCNAFAMZ,"<div class=""old"">₦ 200,000</div>"
Hp 15 Inch AMD RYZEN™ 3 - 2.6GHz - 3.5GHz - AMD Radeon Graphics 12GB RAM 1TB HDD Windows 10 + Mouse,"₦ 208,000","<div class=""stars _s"">5 out of 5<div class=""in"" style=""width:100%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/7593501/1.jpg?8509,HP246CL2NPMPINAFAMZ,"<div class=""old"">₦ 240,000</div>"
"Multifunctional Laptop Foldable Table,Bed Side Table","₦ 7,000",,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/5348721/1.jpg?5742,GE779FD20CWWONAFAMZ,"<div class=""old"">₦ 12,500</div>"
"Multifunctional Laptop Foldable Table,Bed Side Table","₦ 8,980","<div class=""stars _s"">3.7 out of 5<div class=""in"" style=""width:74%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/946608/1.jpg?9597,GE779FD03JGFKNAFAMZ,
Adjustable Folding Laptop Stand Desk,"₦ 12,998","<div class=""stars _s"">4 out of 5<div class=""in"" style=""width:80%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/784297/1.jpg?9122,GE779HL0293ZDNAFAMZ,
Adjustable Laptop Stand Foldable Tablet PC Notebook Stand,"₦ 7,995","<div class=""stars _s"">4.5 out of 5<div class=""in"" style=""width:90%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/4415201/1.jpg?6108,GE779FD2NITGWNAFAMZ,"<div class=""old"">₦ 14,500</div>"
Hp STREAM 11 INTEL® CELERON® 4GB RAM 32GB EMMC WIN 10+USB LIGHT,"₦ 110,000",,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/551796/1.jpg?8349,HP246CL0FT3HWNAFAMZ,"<div class=""old"">₦ 188,000</div>"
"Hp Stream 11 Mini Intel Celeron Dual Core,11.6Inches,(32GB SSD,4GB RAM+32GB Flash,Mouse,USB Light For Keyboard) Windows 10","₦ 65,500",,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/913333/1.jpg?2848,HP246EL11GG8LNAFAMZ,
Lenovo Ideapad 5 15ITL05,"₦ 390,000",,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/8131121/1.jpg?0773,LE842CL272N94NAFAMZ,
"Hp Stream 14 Intel Celeron,4GB RAM 64GB EMMC,Wins 10 In S Mode","₦ 175,000",,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/669997/1.jpg?4491,HP246CL1HDXT9NAFAMZ,
Adjustable Laptop Stand Foldable Tablet PC Notebook Stand,"₦ 9,895","<div class=""stars _s"">3.5 out of 5<div class=""in"" style=""width:70%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/887477/1.jpg?3388,GE779HL1DCKDXNAFAMZ,"<div class=""old"">₦ 13,995</div>"
Hp Pavilion 15 Inch X360 Convertible - Intel Core I3 - 256GB SSD - 8GB RAM -TOUCHSCREEN,"₦ 290,000","<div class=""stars _s"">5 out of 5<div class=""in"" style=""width:100%""></div></div>",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/152164/1.jpg?9432,HP246CL0DS8BONAFAMZ,"<div class=""old"">₦ 315,000</div>"
"Hp 255 G8 AMD RYZEN 3,1TB HDD, 12GB RAM, Wins 10 + Free Mouse","₦ 226,000",,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/1862711/1.jpg?8613,HP246CL2UIJRZNAFAMZ,"<div class=""old"">₦ 250,000</div>"
